ФИО,Приказ,E-mail,Телефон,"Форма обучения","Баллы ЕГЭ",Статус,Курс
"Игнатов Авдей Леонидович","от 14.11.2016 № 2501-к",chaedushya@newmail.ru,9645713386,внебюджет,154,Переведён,3
"Ефимова Клавдия Григорьевна","от 11.6.2016 № 2538-к",keekiu@hotbox.com,9895130929,внебюджет,178,Переведён,2
"Фёдоров Арсений Константинович","от 25.5.2016 № 2538-к",raedja@usa.net,9646525630,бюджет,169,Зачислен,1
"Дорофеева Лидия Анатольевна","от 15.7.2017 № 2501-к",tul@netaddress.com,9214211071,бюджет,170,Зачислен,1
"Буров Артём Максимович","от 2.12.2017 № 2501-к",fodjo@infobiz.com,9652238210,внебюджет,164,Выпустился,5
"Денисов Владимир Протасьевич","от 11.2.2016 № 2501-к",xiefyoth@infobiz.com,9043592484,бюджет,193,Переведён,3
"Самсонов Борис Семёнович","от 24.7.2016 № 2701-к",thyidiozju@orc.ru,9604647234,бюджет,172,Переведён,4
"Щербакова Фаина Юрьевна","от 30.3.2016 № 2538-к",syanje@yandex.ru,9635085164,бюджет,162,Переведён,4
"Цветкова Алина Анатольевна","от 29.8.2017 № 2701-к",bjachjisch@newmail.ru,9276099680,бюджет,203,Зачислен,1
"Федотов Егор Мартынович","от 4.7.2016 № 2701-к",dyquiexjox@mail.ru,9628724220,внебюджет,235,Зачислен,1
"Романова Ульяна Анатольевна","от 17.12.2016 № 2501-к",myavialji@softhome.com,9376422807,бюджет,191,Переведён,2
"Симонов Леонид Вячеславович","от 24.4.2016 № 2500-к",foozhon@hotbox.ru,9530856508,внебюджет,174,Выпустился,5
"Алексеев Парфений Созонович","от 21.9.2017 № 2501-к",shouzhyi@email.ru,9279861796,бюджет,184,Выпустился,5
"Молчанова Глафира Альбертовна","от 14.9.2017 № 2501-к",ceehy@email.ru,9295974707,внебюджет,197,Переведён,2
"Зыкова Алла Лукьевна","от 3.5.2017 № 2538-к",xjukiag@visto.com,9252298609,бюджет,173,Переведён,2
"Панова Фёкла Брониславовна","от 13.9.2017 № 2501-к",sjuzho@nextmail.ru,9069616949,внебюджет,192,Отчислен,4
"Фролова Оксана Олеговна","от 9.6.2016 № 2701-к",joushia@chat.ru,9512030725,внебюджет,169,Зачислен,1
"Семёнов Ефим Аристархович","от 19.1.2016 № 2538-к",zionoox@lycos.com,9659559107,бюджет,215,Отчислен,2
"Новиков Федосей Борисович","от 24.3.2017 № 2500-к",xjigufi@hotbox.ru,9648809306,бюджет,161,Отчислен,2
"Гусева Ия Фёдоровна","от 23.7.2017 № 2501-к",mjaquymyus@rambler.ru,9180390435,бюджет,168,Отчислен,3
"Мамонтова Таисия Владиславовна","от 2.4.2017 № 2500-к",gyoxya_1986@google.com,9298709452,внебюджет,161,Отчислен,2
"Князева Евпраксия Александровна","от 18.12.2016 № 2500-к",kapju@list.ru,9521628109,внебюджет,240,Переведён,3
"Григорьева Нина Филатовна","от 23.11.2016 № 2701-к",piopiu@lycos.com,9290019277,внебюджет,184,Переведён,2
"Новикова Алевтина Авксентьевна","от 30.6.2016 № 2701-к",zhureevoo@adelite.com,9301226768,внебюджет,187,Зачислен,1
"Орлов Пётр Анатольевич","от 6.6.2016 № 2538-к",fjigya@usa.net,9107819320,внебюджет,195,Отчислен,2
"Рогова Оксана Игоревна","от 13.3.2017 № 2500-к",mopjoh@langoo.com,9678219782,внебюджет,239,Выпустился,5
"Лихачёв Валерьян Созонович","от 6.1.2017 № 2701-к",pyivjac@rin.ru,9193032182,бюджет,170,Зачислен,1
"Кабанов Герман Кондратович","от 30.4.2017 № 2500-к",vyuc@max.ru,9254068085,бюджет,152,Зачислен,1
"Носов Демьян Еремеевич","от 3.2.2017 № 2701-к",chiothyqu@pop3.ru,9271546648,бюджет,202,Отчислен,3
"Кондратьев Михаил Никитевич","от 19.7.2017 № 2538-к",kyogion@list.ru,9037077654,внебюджет,217,Переведён,4
"Сазонов Владимир Альвианович","от 26.12.2017 № 2538-к",hiuchek@smtp.ru,9519664076,внебюджет,232,Зачислен,1
"Кудрявцев Агафон Варламович","от 13.4.2016 № 2538-к",xiurooschjup@nettaxi.com,9821743270,бюджет,212,Отчислен,4
"Медведев Дамир Кимович","от 4.11.2017 № 2538-к",schiubeek@hotbox.ru,9180363641,бюджет,178,Переведён,2
"Макаров Евсей Лаврентьевич","от 23.1.2016 № 2701-к",loocoutae@hotbox.ru,9080458883,бюджет,249,Переведён,4
"Яковлев Михаил Дмитрьевич","от 15.3.2017 № 2701-к",liuquie@usa.net,9269019936,внебюджет,179,Выпустился,5
"Осипов Богдан Пётрович","от 24.12.2017 № 2500-к",cyeschie@narod.ru,9633631873,внебюджет,232,Выпустился,5
"Мамонтов Павел Геласьевич","от 29.3.2016 № 2538-к",hif@visto.com,9186405309,бюджет,202,Выпустился,5
"Костина Валентина Юрьевна","от 23.5.2016 № 2701-к",shooveschych@google.com,9161542340,внебюджет,242,Отчислен,2
"Романов Роман Максимович","от 23.10.2017 № 2500-к",chjirjit@rol.ru,9124283339,внебюджет,236,Переведён,3
"Прохоров Олег Дмитрьевич","от 8.12.2017 № 2701-к",shianeelji@rambler.ru,9081907654,бюджет,225,Выпустился,5
"Громов Евсей Авдеевич","от 17.4.2017 № 2500-к",koukys@exn.ru,9655881929,бюджет,156,Переведён,4
"Панов Олег Ефимович","от 14.1.2017 № 2501-к",cuchjazh@infobiz.com,9811502898,бюджет,167,Переведён,2
"Шубина Алина Арсеньевна","от 19.12.2016 № 2501-к",fjaljuhie@aol.com,9615993313,бюджет,187,Отчислен,2
"Николаева Екатерина Степановна","от 16.11.2016 № 2701-к",lyopepyij@hob.ru,9629752093,бюджет,150,Переведён,2
"Бирюкова Октябрина Михаиловна","от 30.8.2017 № 2501-к",jouloc@hotbox.ru,9139906866,бюджет,169,Переведён,3
"Егоров Владислав Брониславович","от 16.4.2017 № 2500-к",catji@inbox.ru,9377470427,бюджет,186,Зачислен,1
"Петрова Светлана Мартыновна","от 9.4.2017 № 2538-к",chaniany@infobiz.com,9061687655,внебюджет,213,Зачислен,1
"Давыдов Ярослав Олегович","от 28.9.2017 № 2501-к",xeethjasch@adelite.com,9058734124,внебюджет,237,Выпустился,5
"Александрова Екатерина Лукьевна","от 26.6.2016 № 2501-к",chiuvienyosh@land.ru,9002978785,внебюджет,182,Отчислен,2
"Лыткин Никита Дмитрьевич","от 4.8.2017 № 2500-к",kyzhyag@exn.ru,9122580545,внебюджет,173,Зачислен,1
"Гаврилова Ираида Аристарховна","от 18.6.2017 № 2701-к",ciamu@xaker.ru,9532338223,внебюджет,221,Переведён,2
"Панов Дамир Якунович","от 5.8.2017 № 2701-к",tipjeth@mail.ru,9263563564,бюджет,169,Зачислен,1
"Блохина Раиса Авдеевна","от 7.6.2016 № 2538-к",niafjozie@hotbox.ru,9632621151,бюджет,183,Переведён,2
"Киселёв Всеволод Брониславович","от 24.4.2016 № 2538-к",jiete@newmail.ru,9222304545,внебюджет,228,Отчислен,4
"Силина Юлия Ильяовна","от 2.4.2016 № 2538-к",jyvyaloud@rumail.ru,9191225502,бюджет,159,Выпустился,5
"Калашников Ефим Антонович","от 26.3.2016 № 2701-к",peeshyuvoozh@usa.net,9035802606,бюджет,220,Выпустился,5
"Никонов Лаврентий Еремеевич","от 18.1.2017 № 2701-к",mjexji_1990@infobiz.com,9099469461,внебюджет,167,Зачислен,1
"Архипова Евгения Еремеевна","от 18.7.2016 № 2538-к",cyithiapyer@max.ru,9162434341,внебюджет,160,Отчислен,4
"Никитин Альвиан Матвеевич","от 28.8.2017 № 2701-к",quousjimio@rol.ru,9507535841,бюджет,154,Зачислен,1
"Константинов Агафон Егорович","от 12.1.2016 № 2701-к",hjakouk@nettaxi.com,9852994203,внебюджет,206,Отчислен,3
"Осипов Святослав Мстиславович","от 2.1.2017 № 2500-к",thithjaqu@langoo.com,9135688441,внебюджет,163,Выпустился,5
"Власова Полина Геннадьевна","от 15.11.2016 № 2501-к",hyochootjas@yahoo.com,9028978297,внебюджет,246,Зачислен,1
"Блинова Нина Мэлсовна","от 21.1.2016 № 2500-к",bjaxazhye@langoo.com,9649290118,бюджет,165,Выпустился,5
"Тихонова Элеонора Всеволодовна","от 9.6.2017 № 2500-к",pecja@usa.net,9373064766,внебюджет,222,Переведён,2
"Елисеева Татьяна Пантелеймоновна","от 28.7.2017 № 2501-к",jjequoovou@max.ru,9295246242,внебюджет,158,Отчислен,2
"Титова Алина Евгеньевна","от 1.4.2017 № 2701-к",schyegjohyu@netbox.com,9825660608,внебюджет,181,Отчислен,3
"Сидоров Руслан Валерьевич","от 1.3.2017 № 2501-к",pyoquyeth@exn.ru,9056179378,бюджет,208,Отчислен,2
"Кононова Регина Германовна","от 4.11.2016 № 2701-к",jjihiz@langoo.com,9858115465,внебюджет,173,Отчислен,3
"Журавлёв Виктор Созонович","от 13.1.2016 № 2500-к",nyuthizyezh@mail.ru,9261913114,бюджет,180,Зачислен,1
"Доронина Татьяна Всеволодовна","от 8.10.2016 № 2500-к",schyegjitjiv@narod.ru,9372431281,внебюджет,226,Выпустился,5
"Давыдов Дамир Брониславович","от 17.4.2016 № 2500-к",thyothyothee@infobiz.com,9525245981,внебюджет,213,Выпустился,5
"Зайцева Анжела Кимовна","от 19.10.2017 № 2501-к",queejjo@newmail.ru,9241294162,бюджет,210,Переведён,4
"Афанасьев Авдей Станиславович","от 3.1.2016 № 2538-к",luxupiu@narod.ru,9110186812,внебюджет,211,Переведён,2
"Тарасов Протасий Владимирович","от 27.12.2016 № 2500-к",jjezies@orc.ru,9251770154,внебюджет,180,Переведён,4
"Маслов Альвиан Мстиславович","от 16.7.2017 № 2701-к",mjofeerie@list.ru,9089081898,внебюджет,205,Зачислен,1
"Куликов Геннадий Олегович","от 16.1.2016 № 2500-к",saer@orc.ru,9261255774,бюджет,213,Переведён,3
"Кошелев Ростислав Лукьянович","от 21.11.2016 № 2500-к",lyaquaeshach@chat.ru,9275574222,бюджет,244,Выпустился,5
"Бирюков Германн Яковович","от 25.2.2016 № 2701-к",thiuvo@umr.ru,9122473695,внебюджет,235,Отчислен,4
"Пономарёв Ростислав Кондратович","от 4.9.2016 № 2501-к",foufya@max.ru,9021737218,внебюджет,211,Зачислен,1
"Новиков Лукий Юлианович","от 13.2.2016 № 2501-к",ryhyaschjo@usa.net,9226722821,бюджет,175,Отчислен,3
"Александрова Евпраксия Лукьяновна","от 27.9.2016 № 2500-к",djush@usa.net,9054620449,бюджет,220,Зачислен,1
